,location,total_sqft,bath,price,bhk
5075,Marathahalli,1020.0,2.0,57.0,2
5076,Marathahalli,1600.0,3.0,88.0,2
5077,Marathahalli,780.0,1.0,55.0,1
5078,Marathahalli,1710.0,3.0,100.0,3
5080,Marathahalli,1358.0,2.0,81.0,2
5081,Marathahalli,1205.0,2.0,75.0,2
5082,Marathahalli,1730.0,3.0,110.0,3
5083,Marathahalli,1583.0,3.0,115.0,3
5084,Marathahalli,1200.0,2.0,67.0,2
5085,Marathahalli,1095.0,2.0,60.0,2
5086,Marathahalli,1060.0,2.0,48.0,2
5087,Marathahalli,1050.0,2.0,65.0,2
5088,Marathahalli,1102.0,2.0,53.67,2
5089,Marathahalli,1026.0,2.0,49.95,2
5092,Marathahalli,1220.0,2.0,59.0,2
5093,Marathahalli,881.0,2.0,48.06,2
5095,Marathahalli,1710.0,3.0,100.0,3
5096,Marathahalli,1680.0,3.0,105.0,3
5097,Marathahalli,1910.0,3.0,119.0,3
5098,Marathahalli,1602.0,2.0,104.0,2
5099,Marathahalli,700.0,1.0,38.0,1
5100,Marathahalli,1469.0,3.0,89.0,3
5102,Marathahalli,1690.0,3.0,116.0,3
5103,Marathahalli,1065.0,2.0,55.0,2
5104,Marathahalli,1693.0,3.0,125.0,3
5105,Marathahalli,1693.0,3.0,125.0,3
5106,Marathahalli,1196.0,2.0,57.9,2
5107,Marathahalli,1595.0,3.0,88.0,3
5108,Marathahalli,2122.0,3.0,125.0,3
5109,Marathahalli,1730.0,3.0,115.0,3
5112,Marathahalli,1125.0,2.0,55.0,2
5113,Marathahalli,1950.0,3.0,115.0,3
5114,Marathahalli,1250.0,2.0,68.0,2
5115,Marathahalli,1125.0,2.0,56.8,2
5116,Marathahalli,1350.0,2.0,90.0,2
5117,Marathahalli,1200.0,2.0,53.0,2
5118,Marathahalli,2500.0,5.0,175.0,4
5119,Marathahalli,957.0,2.0,47.0,2
5122,Marathahalli,1350.0,2.0,60.0,2
5123,Marathahalli,3400.0,4.0,235.0,4
5124,Marathahalli,1350.0,2.0,99.0,2
5126,Marathahalli,1285.0,2.0,55.0,2
5127,Marathahalli,2500.0,5.0,181.0,4
5128,Marathahalli,3800.0,4.0,235.0,4
5129,Marathahalli,3951.0,4.0,230.0,4
5130,Marathahalli,1125.0,2.0,54.8,2
5131,Marathahalli,1700.0,3.0,126.0,3
5133,Marathahalli,1270.0,2.0,73.0,2
5135,Marathahalli,950.0,2.0,46.7,2
5136,Marathahalli,1550.0,3.0,85.0,3
5137,Marathahalli,1019.0,2.0,49.86,2
5138,Marathahalli,1144.0,2.0,65.0,2
5139,Marathahalli,1240.0,2.0,55.0,2
5140,Marathahalli,1100.0,2.0,75.0,1
5141,Marathahalli,1156.0,2.0,52.0,2
5142,Marathahalli,2524.0,5.0,180.0,4
5143,Marathahalli,1135.0,2.0,60.0,2
5144,Marathahalli,1839.0,3.0,130.0,3
5145,Marathahalli,1170.0,2.0,85.0,2
5146,Marathahalli,1102.0,2.0,53.67,2
5147,Marathahalli,1108.0,2.0,60.0,3
5148,Marathahalli,1449.0,3.0,110.0,3
5149,Marathahalli,1360.0,2.0,101.0,2
5150,Marathahalli,1026.0,2.0,50.18,2
5153,Marathahalli,1270.0,2.0,80.0,2
5154,Marathahalli,1100.0,2.0,50.0,2
5155,Marathahalli,1196.0,2.0,57.95,2
5157,Marathahalli,1485.0,2.0,90.0,3
5158,Marathahalli,1146.0,2.0,69.0,2
5159,Margondanahalli,1090.0,2.0,58.0,2
5160,Margondanahalli,1200.0,2.0,58.5,2
5161,Margondanahalli,1200.0,2.0,67.0,2
5163,Margondanahalli,1000.0,2.0,57.0,2
5165,Margondanahalli,600.0,2.0,35.0,2
5166,Margondanahalli,1200.0,2.0,69.0,2
5167,Margondanahalli,900.0,2.0,49.0,2
5168,Margondanahalli,1140.0,2.0,60.0,2
5169,Margondanahalli,900.0,2.0,55.0,2
5170,Margondanahalli,1100.0,2.0,55.0,2
5171,Margondanahalli,900.0,2.0,55.0,2
5172,Margondanahalli,1152.0,1.0,66.0,2
5174,Margondanahalli,1200.0,2.0,65.0,2
5175,Margondanahalli,1050.0,2.0,58.0,2
5176,Margondanahalli,1160.0,2.0,65.0,2
5177,Margondanahalli,1334.0,2.0,67.76,2
5178,Marsur,1000.0,4.0,66.0,3
5179,Marsur,1800.0,4.0,145.0,4
5180,Marsur,1200.0,3.0,90.0,3
5181,Marsur,1200.0,3.0,120.0,3
5182,Mico Layout,5000.0,9.0,210.0,9
5183,Mico Layout,1550.0,2.0,65.0,3
5184,Mico Layout,1125.0,2.0,40.0,2
5185,Mico Layout,1190.0,2.0,39.25,2
5186,Mico Layout,800.0,1.0,29.5,1
5187,Mico Layout,1250.0,2.0,44.0,3
5188,Mico Layout,1171.0,2.0,39.0,2
5189,Mico Layout,1200.0,2.0,53.5,2
5190,Mico Layout,1670.0,3.0,59.0,3
5191,Mico Layout,1140.0,2.0,43.0,2
5192,Munnekollal,1170.0,2.0,52.0,2
5193,Munnekollal,1102.0,2.0,53.67,2
5194,Munnekollal,1390.0,3.0,68.0,3
5195,Munnekollal,1200.0,2.0,49.5,2
5196,Munnekollal,950.0,2.0,46.5,2
5197,Munnekollal,1560.0,3.0,75.0,3
5198,Munnekollal,1750.0,3.0,86.5,3
5199,Munnekollal,1385.0,2.0,66.5,3
5200,Munnekollal,1080.0,2.0,45.0,2
5201,Munnekollal,1170.0,2.0,59.0,2
5203,Munnekollal,1200.0,2.0,57.9,3
5204,Munnekollal,1030.0,2.0,50.36,2
5205,Murugeshpalya,1296.0,2.0,81.0,2
5206,Murugeshpalya,1550.0,3.0,74.0,3
5207,Murugeshpalya,1845.0,3.0,91.0,3
5208,Murugeshpalya,1185.0,2.0,85.0,2
5209,Murugeshpalya,1225.0,2.0,48.0,2
5210,Murugeshpalya,1930.0,3.0,75.0,3
5211,Murugeshpalya,1600.0,2.0,65.0,3
5212,Murugeshpalya,1344.0,2.0,56.0,3
5213,Murugeshpalya,1500.0,2.0,70.0,3
5214,Murugeshpalya,1855.0,3.0,96.0,3
5215,Murugeshpalya,1175.0,2.0,75.0,2
5216,Mysore Road,1175.0,2.0,73.5,2
5217,Mysore Road,1710.0,4.0,91.31,3
5218,Mysore Road,1020.0,2.0,48.95,2
5219,Mysore Road,1175.0,2.0,73.5,2
5220,Mysore Road,1070.0,2.0,45.0,2
5221,Mysore Road,1239.0,2.0,53.0,2
5222,Mysore Road,1060.0,2.0,62.0,2
5223,Mysore Road,980.0,2.0,45.47,2
5224,Mysore Road,883.0,2.0,40.0,2
5225,Mysore Road,1525.0,3.0,96.0,3
5226,Mysore Road,1200.0,2.0,65.0,2
5230,Mysore Road,883.0,2.0,40.95,2
5231,Mysore Road,1070.0,2.0,49.65,2
5233,Mysore Road,883.0,2.0,50.0,2
5234,Mysore Road,1155.0,2.0,51.0,2
5235,Mysore Road,1003.0,2.0,43.0,2
5236,Mysore Road,1237.0,2.0,73.0,2
5237,Mysore Road,883.0,2.0,45.0,2
5238,Mysore Road,1170.0,2.0,65.0,2
5239,Mysore Road,1029.5,2.0,50.855,2
5240,Mysore Road,940.0,2.0,43.61,2
5242,Mysore Road,1020.0,2.0,48.95,2
5243,Mysore Road,1568.0,2.0,100.0,3
5245,Mysore Road,1560.0,2.0,83.3,3
5246,Mysore Road,1175.0,2.0,70.5,2
5247,Mysore Road,1080.0,2.0,60.0,3
5249,Mysore Road,883.0,2.0,37.0,2
5251,NGR Layout,1020.0,2.0,45.9,2
5252,NGR Layout,1105.0,2.0,49.73,2
5253,NGR Layout,1022.0,2.0,45.9,2
5254,NGR Layout,1020.0,2.0,45.0,2
5255,NGR Layout,1019.0,2.0,45.9,2
5256,NGR Layout,1020.0,2.0,46.0,2
5257,NGR Layout,1021.0,2.0,46.0,2
5258,NGR Layout,1021.0,2.0,45.9,2
5259,NRI Layout,1565.0,2.0,75.0,3
5260,NRI Layout,2500.0,5.0,130.0,5
5261,NRI Layout,1125.0,2.0,45.56,2
5262,NRI Layout,2150.0,4.0,115.0,4
5263,NRI Layout,1250.0,2.0,75.0,2
5264,NRI Layout,1789.0,3.0,75.0,3
5265,NRI Layout,1731.0,3.0,64.11,3
5266,NRI Layout,2400.0,2.0,125.0,2
5267,NRI Layout,2700.0,5.0,95.75,4
5269,Nagarbhavi,1350.0,3.0,150.0,3
5270,Nagarbhavi,1200.0,2.0,150.0,2
5272,Nagarbhavi,2400.0,3.0,160.0,3
5273,Nagarbhavi,884.0,2.0,36.0,1
5274,Nagarbhavi,1055.0,2.0,55.0,2
5276,Nagarbhavi,1223.0,2.0,60.0,2
5277,Nagarbhavi,956.0,2.0,49.0,2
5279,Nagarbhavi,1200.0,2.0,150.0,2
5282,Nagarbhavi,1145.0,2.0,40.0,2
5283,Nagarbhavi,300.0,1.0,20.0,1
5284,Nagarbhavi,1250.0,3.0,175.0,4
5285,Nagarbhavi,710.0,2.0,40.0,1
5287,Nagarbhavi,1212.0,2.0,50.0,2
5288,Nagarbhavi,1020.0,2.0,55.0,2
5290,Nagarbhavi,1120.0,2.0,53.0,2
5292,Nagarbhavi,1146.0,2.0,50.0,2
5294,Nagarbhavi,1190.0,2.0,63.0,2
5296,Nagarbhavi,1050.0,2.0,80.0,2
5297,Nagarbhavi,2500.0,3.0,180.0,5
5299,Nagarbhavi,1250.0,3.0,170.0,2
5301,Nagarbhavi,1400.0,2.0,135.0,3
5303,Nagarbhavi,1100.0,2.0,46.2,2
5304,Nagarbhavi,1080.0,2.0,49.0,2
5305,Nagarbhavi,1800.0,3.0,180.0,4
5306,Nagarbhavi,1225.0,2.0,58.0,2
5307,Nagasandra,980.0,2.0,48.0,2
5308,Nagasandra,2400.0,4.0,145.0,4
5309,Nagasandra,7000.0,8.0,450.0,4
5310,Nagasandra,1650.0,3.0,95.0,3
5311,Nagasandra,1500.0,2.0,91.0,2
5312,Nagavara,400.0,1.0,14.0,1
5313,Nagavara,2172.65,3.0,120.0,4
5315,Nagavara,2319.0,3.0,180.0,3
5316,Nagavara,2430.0,4.0,180.0,3
5317,Nagavara,936.0,2.0,40.2,2
5318,Nagavara,1125.0,2.0,44.5,2
5319,Nagavara,1315.0,2.0,70.0,2
5320,Nagavara,1077.0,2.0,50.0,2
5321,Nagavara,2496.0,4.0,125.0,4
5322,Nagavara,1110.0,2.0,44.95,2
5323,Nagavara,1247.0,2.0,58.56,2
5324,Nagavarapalya,1392.0,2.0,99.0,2
5325,Nagavarapalya,705.0,1.0,52.5,1
5326,Nagavarapalya,1300.0,3.0,80.0,3
5327,Nagavarapalya,705.0,1.0,57.0,1
5328,Nagavarapalya,705.0,1.0,55.0,1
5329,Nagavarapalya,705.0,1.0,57.0,1
5330,Nagavarapalya,1335.0,2.0,110.0,2
5331,Nagavarapalya,1260.0,2.0,85.5,2
5332,Narayanapura,1308.0,2.0,89.04,2
5333,Narayanapura,1566.0,3.0,83.3,3
5334,Narayanapura,1485.0,3.0,85.0,3
5335,Narayanapura,1302.0,2.0,69.1,2
5336,Narayanapura,1308.0,2.0,89.04,2
5337,Narayanapura,2357.0,3.0,135.0,3
5338,Narayanapura,2357.0,3.0,135.0,3
5339,Narayanapura,1469.0,2.0,99.14,2
5340,Neeladri Nagar,1053.0,2.0,45.0,2
5341,Neeladri Nagar,1363.0,2.0,68.0,2
5342,Neeladri Nagar,2556.0,3.0,133.0,3
5343,Neeladri Nagar,674.0,1.0,21.0,1
5344,Neeladri Nagar,527.0,1.0,26.0,1
5345,Neeladri Nagar,1167.0,2.0,38.0,3
5346,Neeladri Nagar,1060.0,2.0,35.0,2
5347,Neeladri Nagar,640.0,1.0,20.5,1
5348,Neeladri Nagar,4000.0,12.0,160.0,10
5349,Neeladri Nagar,1105.0,2.0,30.0,2
5350,Neeladri Nagar,1100.0,2.0,30.0,2
5351,Neeladri Nagar,2111.0,3.0,103.0,3
5352,Nehru Nagar,1775.0,3.0,110.0,3
5353,Nehru Nagar,2363.0,5.0,120.0,4
5354,Nehru Nagar,2342.0,3.0,115.0,4
5355,Nehru Nagar,967.0,2.0,41.1,2
5356,Nehru Nagar,1374.0,3.0,72.0,3
5357,Nehru Nagar,1674.0,3.0,90.0,3
5358,Nehru Nagar,1269.0,2.0,63.0,3
5359,Nehru Nagar,1100.0,2.0,50.0,2
5360,Nehru Nagar,1674.0,3.0,81.0,3
5361,OMBR Layout,2420.0,3.0,185.0,3
5362,OMBR Layout,1078.0,2.0,65.0,2
5363,OMBR Layout,1101.0,2.0,65.5,2
5364,OMBR Layout,1041.0,2.0,65.5,2
5365,OMBR Layout,1300.0,2.0,80.0,2
5366,OMBR Layout,2400.0,5.0,275.0,5
5367,OMBR Layout,1085.0,2.0,64.0,2
5368,OMBR Layout,1855.0,3.0,145.0,3
5369,OMBR Layout,1050.0,2.0,48.0,2
5371,OMBR Layout,1165.0,2.0,88.5,2
5372,OMBR Layout,1101.0,2.0,66.0,2
5373,OMBR Layout,3400.0,4.0,275.0,4
5375,Old Airport Road,2732.0,4.0,204.0,4
5377,Old Airport Road,3356.0,4.0,251.0,4
5378,Old Airport Road,1206.0,2.0,75.0,2
5379,Old Airport Road,2774.0,4.0,207.0,4
5380,Old Airport Road,2690.0,4.0,191.0,4
5381,Old Airport Road,2690.0,4.0,199.0,4
5382,Old Airport Road,1655.0,2.0,97.65,2
5383,Old Airport Road,1075.0,2.0,60.0,2
5384,Old Airport Road,1858.0,2.0,167.0,3
5385,Old Airport Road,1150.0,2.0,90.0,2
5386,Old Airport Road,2690.0,4.0,191.0,4
5387,Old Airport Road,2658.0,5.0,187.0,4
5388,Old Airport Road,946.0,2.0,58.0,2
5389,Old Airport Road,2774.0,4.0,208.0,4
5390,Old Airport Road,2774.0,4.0,208.0,4
5391,Old Airport Road,3200.0,4.0,280.0,4
5392,Old Airport Road,2690.0,4.0,201.0,4
5393,Old Airport Road,1145.0,2.0,75.0,2
5394,Old Airport Road,2732.0,4.0,194.0,4
5395,Old Airport Road,2658.0,5.0,189.0,4
5396,Old Airport Road,2774.0,4.0,197.0,4
5397,Old Airport Road,3496.0,4.0,262.0,4
5398,Old Airport Road,2774.0,4.0,197.0,4
5399,Old Airport Road,2732.0,4.0,204.0,4
5400,Old Airport Road,1798.0,3.0,150.0,3
5401,Old Airport Road,2774.0,4.0,208.0,4
5402,Old Airport Road,1184.0,2.0,78.0,2
5403,Old Airport Road,3504.0,4.0,262.0,4
5404,Old Airport Road,1055.0,2.0,75.0,2
5405,Old Madras Road,1425.0,2.0,94.0,3
5406,Old Madras Road,3715.0,6.0,224.5,4
5409,Old Madras Road,935.0,2.0,45.0,2
5411,Old Madras Road,1720.0,3.0,100.0,3
5412,Old Madras Road,1200.0,2.0,72.0,2
5413,Old Madras Road,1225.0,2.0,53.55,2
5414,Old Madras Road,1100.0,2.0,70.0,2
5415,Old Madras Road,2760.0,5.0,157.0,3
5416,Old Madras Road,1171.0,2.0,75.0,2
5417,Old Madras Road,935.0,2.0,45.0,2
5418,Old Madras Road,4500.0,7.0,294.0,5
5420,Old Madras Road,1065.0,2.0,47.86,2
5421,Old Madras Road,2010.0,3.0,125.0,4
5423,Old Madras Road,1480.0,2.0,84.0,3
5424,Old Madras Road,2990.0,5.0,210.0,3
5425,Old Madras Road,1210.0,2.0,74.0,2
5426,Old Madras Road,1171.0,2.0,72.0,2
5428,Old Madras Road,1480.0,3.0,95.0,3
5430,Old Madras Road,1210.0,2.0,80.0,2
5431,Old Madras Road,1859.0,3.0,121.0,3
5432,Old Madras Road,2990.0,5.0,173.0,3
5435,Old Madras Road,2300.0,3.0,142.0,3
5437,Old Madras Road,1210.0,2.0,80.0,2
5438,Old Madras Road,1210.0,2.0,77.0,2
5439,Old Madras Road,5020.0,7.0,287.0,5
5441,Old Madras Road,1330.0,2.0,74.0,2
5442,Old Madras Road,1720.0,3.0,106.0,3
5443,Old Madras Road,2640.0,5.0,150.0,3
5444,Old Madras Road,2990.0,3.0,170.0,3
5446,Old Madras Road,1171.0,2.0,73.0,2
5447,Old Madras Road,1630.0,3.0,110.0,3
5448,Old Madras Road,1165.0,2.0,52.0,2
5449,Old Madras Road,2640.0,2.0,170.0,2
5450,Old Madras Road,1165.0,2.0,51.42,2
5451,Padmanabhanagar,1020.0,2.0,63.0,2
5452,Padmanabhanagar,1176.0,2.0,62.0,2
5453,Padmanabhanagar,1258.0,2.0,115.0,2
5455,Padmanabhanagar,1100.0,2.0,65.0,2
5456,Padmanabhanagar,3400.0,3.0,210.0,4
5460,Padmanabhanagar,4500.0,4.0,360.0,3
5461,Padmanabhanagar,1200.0,2.0,60.0,2
5463,Padmanabhanagar,1000.0,1.0,90.0,2
5464,Padmanabhanagar,1067.0,2.0,52.0,2
5468,Padmanabhanagar,1100.0,2.0,60.0,2
5469,Padmanabhanagar,2051.0,3.0,180.0,3
5470,Padmanabhanagar,2051.0,3.0,170.0,3
5471,Pai Layout,1006.0,2.0,35.0,2
5472,Pai Layout,1550.0,2.0,90.0,3
5473,Pai Layout,1050.0,2.0,40.0,2
5474,Pai Layout,1400.0,2.0,67.0,3
5475,Pai Layout,1100.0,2.0,50.0,2
5476,Pai Layout,1255.0,2.0,80.0,2
5477,Pai Layout,1075.0,2.0,35.0,2
5478,Pai Layout,1400.0,2.0,57.5,2
5479,Pai Layout,1175.0,2.0,60.0,2
5480,Pai Layout,810.0,2.0,34.5,2
5481,Pai Layout,1000.0,2.0,34.0,2
5482,Pai Layout,1000.0,2.0,42.0,2
5483,Pai Layout,3800.0,6.0,175.0,6
5484,Pai Layout,1068.0,2.0,48.0,2
5485,Pai Layout,1510.0,2.0,65.0,3
5488,Panathur,1359.0,2.0,87.0,2
5489,Panathur,1438.0,2.0,100.0,2
5490,Panathur,1688.0,3.0,118.0,3
5492,Panathur,1198.0,2.0,77.0,2
5493,Panathur,1180.0,2.0,70.0,2
5494,Panathur,1546.0,3.0,99.0,3
5496,Panathur,1000.0,2.0,65.3,2
5497,Panathur,1109.0,2.0,63.0,2
5498,Panathur,1000.0,2.0,68.0,2
5499,Panathur,1255.0,2.0,79.0,2
5500,Panathur,1205.0,2.0,62.9,2
5501,Panathur,1198.0,2.0,82.0,2
5502,Panathur,1235.0,2.0,65.0,2
5503,Panathur,1210.0,2.0,80.0,2
5504,Panathur,1210.0,2.0,77.0,2
5505,Panathur,661.0,1.0,40.0,1
5506,Panathur,1713.0,3.0,120.0,3
5507,Panathur,1210.0,2.0,78.0,2
5509,Panathur,1050.0,2.0,60.0,2
5510,Panathur,1398.0,2.0,97.0,2
5511,Panathur,1065.0,2.0,58.0,2
5512,Panathur,1007.0,2.0,64.0,2
5513,Panathur,1210.0,2.0,77.93,2
5514,Panathur,1230.0,2.0,80.0,2
5515,Panathur,980.0,2.0,57.0,2
5516,Panathur,1075.0,2.0,60.0,2
5517,Panathur,1210.0,2.0,69.0,2
5518,Panathur,1343.0,2.0,76.0,2
5519,Parappana Agrahara,1194.0,2.0,47.0,2
5520,Parappana Agrahara,1194.0,2.0,47.0,2
5521,Parappana Agrahara,1194.0,2.0,46.0,2
5522,Parappana Agrahara,1194.0,2.0,47.0,2
5523,Parappana Agrahara,1194.0,2.0,46.0,2
5524,Parappana Agrahara,1194.0,2.0,47.0,2
5525,Parappana Agrahara,1194.0,2.0,47.0,2
5526,Parappana Agrahara,1092.0,2.0,43.0,2
5527,Parappana Agrahara,1194.0,2.0,45.0,2
5528,Parappana Agrahara,1200.0,1.0,45.0,1
5529,Parappana Agrahara,1194.0,2.0,46.0,2
5530,Parappana Agrahara,1194.0,2.0,47.0,2
5531,Parappana Agrahara,1194.0,2.0,47.0,2
5532,Parappana Agrahara,1194.0,2.0,46.0,2
5533,Parappana Agrahara,1194.0,2.0,46.0,2
5534,Pattandur Agrahara,1550.0,2.0,80.0,3
5535,Pattandur Agrahara,1025.0,2.0,44.5,2
5536,Pattandur Agrahara,1247.0,2.0,59.8,2
5537,Pattandur Agrahara,900.0,2.0,42.0,2
5538,Pattandur Agrahara,1302.0,2.0,66.0,2
5539,Pattandur Agrahara,1550.0,2.0,80.0,3
5540,Pattandur Agrahara,1247.0,2.0,62.35,2
5541,Pattandur Agrahara,1350.0,2.0,68.0,2
5542,Poorna Pragna Layout,920.0,2.0,39.55,2
5545,Poorna Pragna Layout,1160.0,2.0,46.39,2
5548,Poorna Pragna Layout,965.0,2.0,48.0,2
5553,Poorna Pragna Layout,1160.0,2.0,46.39,2
5555,Poorna Pragna Layout,1160.0,2.0,46.39,2
5558,Poorna Pragna Layout,960.0,2.0,50.0,2
5560,Prithvi Layout,2028.0,4.0,162.0,4
5561,Prithvi Layout,1352.0,2.0,87.5,2
5562,Prithvi Layout,1190.0,2.0,68.0,2
5563,Prithvi Layout,1352.0,2.0,85.0,2
5564,Prithvi Layout,1352.0,2.0,75.0,2
5565,Prithvi Layout,2273.0,4.0,220.0,3
5566,Prithvi Layout,1352.0,3.0,93.0,2
5567,Prithvi Layout,2273.0,4.0,192.0,3
5568,Prithvi Layout,1352.0,2.0,72.0,2
5571,R.T. Nagar,1200.0,2.0,120.0,2
5573,R.T. Nagar,1040.0,2.0,46.0,2
5574,R.T. Nagar,1200.0,2.0,45.0,2
5575,R.T. Nagar,1235.0,2.0,65.0,2
5576,R.T. Nagar,1140.0,3.0,130.0,3
5577,R.T. Nagar,970.0,2.0,55.0,2
5578,R.T. Nagar,1560.0,3.0,125.0,3
5579,R.T. Nagar,1200.0,2.0,60.0,2
5582,R.T. Nagar,1200.0,3.0,140.0,3
5583,R.T. Nagar,1100.0,3.0,125.0,2
5584,R.T. Nagar,1150.0,2.0,72.0,2
5585,R.T. Nagar,1500.0,4.0,185.0,4
5586,R.T. Nagar,3600.0,8.0,165.0,9
5587,R.T. Nagar,1080.0,2.0,48.0,2
5588,R.T. Nagar,1325.0,2.0,52.0,2
5590,R.T. Nagar,1300.0,3.0,145.0,3
5592,R.T. Nagar,1100.0,2.0,85.0,2
5593,R.T. Nagar,1667.0,3.0,130.0,3
5594,Rachenahalli,1050.0,2.0,52.07,2
5596,Rachenahalli,1050.0,2.0,55.5,2
5598,Rachenahalli,1050.0,2.0,53.5,2
5600,Rachenahalli,1220.0,2.0,59.5,2
5601,Rachenahalli,1050.0,2.0,52.5,2
5603,Rachenahalli,1050.0,2.0,52.1,2
5604,Rachenahalli,1050.0,2.0,53.5,2
5605,Rachenahalli,1113.0,2.0,55.0,2
5606,Rachenahalli,3657.0,5.0,220.0,4
5610,Rachenahalli,680.0,1.0,32.64,1
5611,Rachenahalli,412.5,1.0,19.8,1
5612,Rachenahalli,1050.0,2.0,52.5,2
5615,Rachenahalli,690.0,1.0,39.8,1
5616,Rachenahalli,1200.0,2.0,50.0,2
5617,Rachenahalli,1050.0,2.0,47.25,2
5618,Rachenahalli,1050.0,2.0,55.5,2
5619,Rachenahalli,985.0,2.0,49.97,2
5620,Rachenahalli,1050.0,2.0,52.5,2
5621,Rachenahalli,1050.0,2.0,52.08,2
5623,Rachenahalli,1050.0,2.0,52.07,2
5625,Rachenahalli,1050.0,2.0,52.08,2
5626,Rachenahalli,985.0,2.0,49.97,2
5627,Rachenahalli,1856.0,3.0,106.0,3
5628,Rachenahalli,1050.0,2.0,52.5,2
5629,Rachenahalli,985.0,2.0,50.17,2
5630,Rachenahalli,2600.0,3.0,160.0,3
5633,Rachenahalli,985.0,2.0,50.17,2
5634,Rachenahalli,1050.0,2.0,52.71,2
5637,Raja Rajeshwari Nagar,1295.0,2.0,43.9,2
5638,Raja Rajeshwari Nagar,1145.0,2.0,45.79,2
5639,Raja Rajeshwari Nagar,1419.0,2.0,48.1,2
5640,Raja Rajeshwari Nagar,1295.0,2.0,55.47,2
5641,Raja Rajeshwari Nagar,1133.0,2.0,49.07,2
5642,Raja Rajeshwari Nagar,1090.0,2.0,42.0,2
5643,Raja Rajeshwari Nagar,1260.0,2.0,67.39,2
5644,Raja Rajeshwari Nagar,1141.0,2.0,38.55,2
5645,Raja Rajeshwari Nagar,1140.0,2.0,49.39,2
5646,Raja Rajeshwari Nagar,1303.0,2.0,55.79,2
5647,Raja Rajeshwari Nagar,600.0,1.0,22.0,1
5648,Raja Rajeshwari Nagar,1278.0,2.0,53.76,3
5649,Raja Rajeshwari Nagar,500.0,1.0,25.0,1
5650,Raja Rajeshwari Nagar,1143.0,2.0,38.65,2
5651,Raja Rajeshwari Nagar,1610.0,3.0,74.0,3
5652,Raja Rajeshwari Nagar,1105.0,2.0,65.0,2
5654,Raja Rajeshwari Nagar,1258.0,2.0,63.53,2
5655,Raja Rajeshwari Nagar,1128.0,2.0,38.24,2
5656,Raja Rajeshwari Nagar,1157.0,2.0,53.8,2
5657,Raja Rajeshwari Nagar,1185.0,2.0,47.39,2
5660,Raja Rajeshwari Nagar,1030.0,2.0,50.0,2
5661,Raja Rajeshwari Nagar,1144.0,2.0,38.55,2
5662,Raja Rajeshwari Nagar,1196.0,2.0,51.51,2
5663,Raja Rajeshwari Nagar,1570.0,3.0,88.0,3
5664,Raja Rajeshwari Nagar,1168.0,2.0,61.0,2
5665,Raja Rajeshwari Nagar,1306.0,2.0,55.91,2
5666,Raja Rajeshwari Nagar,1608.0,3.0,67.98,3
5668,Raja Rajeshwari Nagar,1575.0,2.0,78.0,3
5669,Raja Rajeshwari Nagar,1200.0,2.0,35.0,2
5670,Raja Rajeshwari Nagar,1151.0,2.0,39.02,2
5671,Raja Rajeshwari Nagar,1570.0,2.0,65.0,3
5673,Raja Rajeshwari Nagar,1196.0,2.0,51.15,2
5674,Raja Rajeshwari Nagar,1419.0,2.0,48.0,2
5676,Raja Rajeshwari Nagar,1295.0,2.0,70.0,2
5677,Raja Rajeshwari Nagar,648.0,1.0,31.75,1
5678,Raja Rajeshwari Nagar,1100.0,2.0,55.0,2
5679,Raja Rajeshwari Nagar,1140.0,2.0,38.55,2
5680,Raja Rajeshwari Nagar,1090.0,2.0,43.59,2
5682,Raja Rajeshwari Nagar,1023.0,2.0,42.0,2
5683,Raja Rajeshwari Nagar,1070.0,2.0,50.0,2
5685,Raja Rajeshwari Nagar,4800.0,8.0,225.0,8
5686,Raja Rajeshwari Nagar,1128.0,2.0,48.79,2
5687,Raja Rajeshwari Nagar,1267.0,2.0,42.85,2
5688,Raja Rajeshwari Nagar,550.0,1.0,21.0,1
5689,Raja Rajeshwari Nagar,1120.0,2.0,37.95,2
5690,Raja Rajeshwari Nagar,1608.0,2.0,85.0,2
5691,Raja Rajeshwari Nagar,1210.0,2.0,45.0,2
5692,Raja Rajeshwari Nagar,1240.0,2.0,53.27,2
5693,Raja Rajeshwari Nagar,1395.0,2.0,72.0,3
5694,Raja Rajeshwari Nagar,1165.0,2.0,45.0,2
5695,Raja Rajeshwari Nagar,1288.0,2.0,70.0,3
5696,Raja Rajeshwari Nagar,1120.0,2.0,37.97,2
5697,Raja Rajeshwari Nagar,1140.0,2.0,38.65,2
5698,Raja Rajeshwari Nagar,1095.0,2.0,38.33,2
5699,Raja Rajeshwari Nagar,1420.0,2.0,60.0,3
5700,Raja Rajeshwari Nagar,1303.0,2.0,44.17,2
5702,Raja Rajeshwari Nagar,1185.0,2.0,40.17,2
5703,Raja Rajeshwari Nagar,1140.0,2.0,49.27,2
5705,Raja Rajeshwari Nagar,1095.0,2.0,38.33,2
5706,Raja Rajeshwari Nagar,1235.0,2.0,75.0,2
5707,Raja Rajeshwari Nagar,1280.0,3.0,57.6,3
5708,Raja Rajeshwari Nagar,1303.0,2.0,55.79,2
5709,Raja Rajeshwari Nagar,1162.0,2.0,65.0,2
5710,Raja Rajeshwari Nagar,1133.0,2.0,38.41,2
5711,Raja Rajeshwari Nagar,1151.0,2.0,49.0,2
5712,Raja Rajeshwari Nagar,1267.0,2.0,54.35,2
